content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Dari kemarin kemarin ga bisa login padahal udah makek no aktif tapi kode verifikasinya ga dateng dateng padahal udah nunggu lama banget,1,Negatif,dari kemarin kemarin ga bisa login padahal udah makek no aktif tapi kode verifikasinya ga dateng dateng padahal udah nunggu lama banget,kemarin kemarin ga login udah makek no aktif kode verifikasinya ga dateng dateng udah nunggu banget,"['kemarin', 'kemarin', 'ga', 'login', 'udah', 'makek', 'no', 'aktif', 'kode', 'verifikasinya', 'ga', 'dateng', 'dateng', 'udah', 'nunggu', 'banget']",kemarin kemarin ga login udah makek no aktif kode verifikasi ga dateng dateng udah nunggu banget
Selalu terjadi gangguan pada aplikasinya. Sulit dibuka pdhl sudah terinstal. Mhn ditingkatkan layanan dan maintenance nya.,1,Negatif,selalu terjadi gangguan pada aplikasinya sulit dibuka pdhl sudah terinstal mhn ditingkatkan layanan dan maintenance nya,gangguan aplikasinya sulit dibuka pdhl terinstal mhn ditingkatkan layanan maintenance nya,"['gangguan', 'aplikasinya', 'sulit', 'dibuka', 'pdhl', 'terinstal', 'mhn', 'ditingkatkan', 'layanan', 'maintenance', 'nya']",ganggu aplikasi sulit buka pdhl terinstal mhn tingkat layan maintenance nya
"Sering karena diminta alamat tujuan yg harus jelas dan liat peta itu agak merepotkan, krn tdk selalu saya tahu pastinya.",4,Positif,sering karena diminta alamat tujuan yg harus jelas dan liat peta itu agak merepotkan krn tdk selalu saya tahu pastinya,alamat tujuan yg liat peta merepotkan krn tdk pastinya,"['alamat', 'tujuan', 'yg', 'liat', 'peta', 'merepotkan', 'krn', 'tdk', 'pastinya']",alamat tuju yg liat peta repot krn tdk pasti
"Sumber mengalami kerusakan.di suruh instal ulang..tetap tdk bisa.. Pdhl saya pengguna lama,selalu ke mana2 dgn maxim. Sekarang makin tdk jelas,,!",1,Negatif,sumber mengalami kerusakandi suruh instal ulangtetap tdk bisa pdhl saya pengguna lamaselalu ke mana dgn maxim sekarang makin tdk jelas,sumber mengalami kerusakandi suruh instal ulangtetap tdk pdhl pengguna lamaselalu dgn maxim tdk,"['sumber', 'mengalami', 'kerusakandi', 'suruh', 'instal', 'ulangtetap', 'tdk', 'pdhl', 'pengguna', 'lamaselalu', 'dgn', 'maxim', 'tdk']",sumber alami kerusakandi suruh instal ulangtetap tdk pdhl guna lamaselalu dgn maxim tdk
Tidak bisa login udah ribuan kali minta otp gk ada sama sekali SMS yg masuk. Apk gk guna!!!,1,Negatif,tidak bisa login udah ribuan kali minta otp gk ada sama sekali sms yg masuk apk gk guna,login udah ribuan kali otp gk sms yg masuk apk gk,"['login', 'udah', 'ribuan', 'kali', 'otp', 'gk', 'sms', 'yg', 'masuk', 'apk', 'gk']",login udah ribu kali otp gk sms yg masuk apk gk
"tolong dong ini maxim kenapa ya buat mencet alamat lokasi pasti selalu ada tulisan ""nomor rumah"" ? semenjak diperbarui jadi aneh aplikasinya, saya udh ketik alamat lengkap tapi slalu muncul tulisan kyk gitu terus. coba tolong ini gimana",1,Negatif,tolong dong ini maxim kenapa ya buat mencet alamat lokasi pasti selalu ada tulisan nomor rumah  semenjak diperbarui jadi aneh aplikasinya saya udh ketik alamat lengkap tapi slalu muncul tulisan kyk gitu terus coba tolong ini gimana,tolong maxim ya mencet alamat lokasi tulisan nomor rumah semenjak diperbarui aneh aplikasinya udh ketik alamat lengkap slalu muncul tulisan kyk gitu coba tolong gimana,"['tolong', 'maxim', 'ya', 'mencet', 'alamat', 'lokasi', 'tulisan', 'nomor', 'rumah', 'semenjak', 'diperbarui', 'aneh', 'aplikasinya', 'udh', 'ketik', 'alamat', 'lengkap', 'slalu', 'muncul', 'tulisan', 'kyk', 'gitu', 'coba', 'tolong', 'gimana']",tolong maxim ya mencet alamat lokasi tulis nomor rumah semenjak baru aneh aplikasi udh ketik alamat lengkap slalu muncul tulis kyk gitu coba tolong gimana
Adain fitur kamera dong untuk mempermudah pelanggan dan kang ojek saling ketemu. Gua pernah ampe kesusahan karena emg gk tau tempat+gk ada fitur foto.,4,Positif,adain fitur kamera dong untuk mempermudah pelanggan dan kang ojek saling ketemu gua pernah ampe kesusahan karena emg gk tau tempatgk ada fitur foto,adain fitur kamera mempermudah pelanggan kang ojek ketemu gua ampe kesusahan emg gk tau tempatgk fitur foto,"['adain', 'fitur', 'kamera', 'mempermudah', 'pelanggan', 'kang', 'ojek', 'ketemu', 'gua', 'ampe', 'kesusahan', 'emg', 'gk', 'tau', 'tempatgk', 'fitur', 'foto']",adain fitur kamera mudah langgan kang ojek ketemu gua ampe susah emg gk tau tempatgk fitur foto
"Apk maxim saya kenapa eror,,trus disuruh install dan uninstall, go to playstore..Tolong maxim di suspen driver yg sudah di order, penumpang sudah naik dan dalam perjalanan disuruh penumpang ngebatalkan di Apk maxim, sering terjadi seperti ini. Apakah untuk menambah point mereka disuruh batalkan? Selepas dibatalkan tiba² masuk orderan baru dari driver ke 2 padahal kita sudah tidak pesan maxim dan sudah sampai ditujuan, kita ditelepon driver maxim diluar pemesanan maxim. Tolong tingkatkan maxim!",1,Negatif,apk maxim saya kenapa erortrus disuruh install dan uninstall go to playstoretolong maxim di suspen driver yg sudah di order penumpang sudah naik dan dalam perjalanan disuruh penumpang ngebatalkan di apk maxim sering terjadi seperti ini apakah untuk menambah point mereka disuruh batalkan selepas dibatalkan tiba masuk orderan baru dari driver ke  padahal kita sudah tidak pesan maxim dan sudah sampai ditujuan kita ditelepon driver maxim diluar pemesanan maxim tolong tingkatkan maxim,apk maxim erortrus disuruh install uninstall go to playstoretolong maxim suspen driver yg order penumpang perjalanan disuruh penumpang ngebatalkan apk maxim menambah point disuruh batalkan selepas dibatalkan masuk orderan driver pesan maxim ditujuan ditelepon driver maxim diluar pemesanan maxim tolong tingkatkan maxim,"['apk', 'maxim', 'erortrus', 'disuruh', 'install', 'uninstall', 'go', 'to', 'playstoretolong', 'maxim', 'suspen', 'driver', 'yg', 'order', 'penumpang', 'perjalanan', 'disuruh', 'penumpang', 'ngebatalkan', 'apk', 'maxim', 'menambah', 'point', 'disuruh', 'batalkan', 'selepas', 'dibatalkan', 'masuk', 'orderan', 'driver', 'pesan', 'maxim', 'ditujuan', 'ditelepon', 'driver', 'maxim', 'diluar', 'pemesanan', 'maxim', 'tolong', 'tingkatkan', 'maxim']",apk maxim erortrus suruh install uninstall go to playstoretolong maxim suspen driver yg order tumpang jalan suruh tumpang ngebatalkan apk maxim tambah point suruh batal lepas batal masuk order driver pesan maxim tuju telepon driver maxim luar mesan maxim tolong tingkat maxim
"DRIVER SEENAKNYA CANCEL PESANAN. SDM Drivernya RENDAH!!! Menye-menye. Mencari driver doang ½jam lebih. Bilang ya ke driver² itu, kalau nggak niat kerja, nggak usah terima pesanan lalu SEENAK UDELNYA DI CANCEL. Kita ini juga nunggu. Parah bener.",1,Negatif,driver seenaknya cancel pesanan sdm drivernya rendah menyemenye mencari driver doang jam lebih bilang ya ke driver itu kalau nggak niat kerja nggak usah terima pesanan lalu seenak udelnya di cancel kita ini juga nunggu parah bener,driver cancel pesanan sdm drivernya rendah menyemenye mencari driver doang jam bilang ya driver nggak niat kerja nggak terima pesanan seenak udelnya cancel nunggu parah bener,"['driver', 'cancel', 'pesanan', 'sdm', 'drivernya', 'rendah', 'menyemenye', 'mencari', 'driver', 'doang', 'jam', 'bilang', 'ya', 'driver', 'nggak', 'niat', 'kerja', 'nggak', 'terima', 'pesanan', 'seenak', 'udelnya', 'cancel', 'nunggu', 'parah', 'bener']",driver cancel pesan sdm drivernya rendah menyemenye cari driver doang jam bilang ya driver nggak niat kerja nggak terima pesan enak udel cancel nunggu parah bener
Ini lagi kenapa sih maxim ko udah udah di download ulang malah muncul sistem sedang mengalami kerusakan,1,Negatif,ini lagi kenapa sih maxim ko udah udah di download ulang malah muncul sistem sedang mengalami kerusakan,sih maxim ko udah udah download ulang muncul sistem mengalami kerusakan,"['sih', 'maxim', 'ko', 'udah', 'udah', 'download', 'ulang', 'muncul', 'sistem', 'mengalami', 'kerusakan']",sih maxim ko udah udah download ulang muncul sistem alami rusa
Tolong di aplikasi maxim driver sediakan menu pembayaran pake QRIS sehingga customer lebih mudah untuk pembayaran selain cash. Kami tunggu ya...???,5,Positif,tolong di aplikasi maxim driver sediakan menu pembayaran pake qris sehingga customer lebih mudah untuk pembayaran selain cash kami tunggu ya,tolong aplikasi maxim driver sediakan menu pembayaran pake qris customer mudah pembayaran cash tunggu ya,"['tolong', 'aplikasi', 'maxim', 'driver', 'sediakan', 'menu', 'pembayaran', 'pake', 'qris', 'customer', 'mudah', 'pembayaran', 'cash', 'tunggu', 'ya']",tolong aplikasi maxim driver sedia menu bayar pake qris customer mudah bayar cash tunggu ya
mantap walaupun agak sedikit nyasar dalam pengiriman namun tetap konsisten sampai tujuan dengan selamat terimakasih yogi,5,Positif,mantap walaupun agak sedikit nyasar dalam pengiriman namun tetap konsisten sampai tujuan dengan selamat terimakasih yogi,mantap nyasar pengiriman konsisten tujuan selamat terimakasih yogi,"['mantap', 'nyasar', 'pengiriman', 'konsisten', 'tujuan', 'selamat', 'terimakasih', 'yogi']",mantap nyasar kirim konsisten tuju selamat terimakasih yogi
sangat membantu dalam perjalanan trima kasih. Bintangnya saya kurangi kok lama² aplikasi maximnya eror yah..,1,Negatif,sangat membantu dalam perjalanan trima kasih bintangnya saya kurangi kok lama aplikasi maximnya eror yah,membantu perjalanan trima kasih bintangnya kurangi aplikasi maximnya eror yah,"['membantu', 'perjalanan', 'trima', 'kasih', 'bintangnya', 'kurangi', 'aplikasi', 'maximnya', 'eror', 'yah']",bantu jalan trima kasih bintang kurang aplikasi maximnya eror yah
"Mengecewakan !!! Setiap instal selalu muncul ""Sumber mengalami kerusakan...""... Lebih baik yg hijau saja, lancar...",1,Negatif,mengecewakan  setiap instal selalu muncul sumber mengalami kerusakan lebih baik yg hijau saja lancar,mengecewakan instal muncul sumber mengalami kerusakan yg hijau lancar,"['mengecewakan', 'instal', 'muncul', 'sumber', 'mengalami', 'kerusakan', 'yg', 'hijau', 'lancar']",kecewa instal muncul sumber alami rusa yg hijau lancar
"Knp kok setelah diupdate ga bisa dibuka??, Ga bener ini maxim menghambat usaha pengguna aplikasi kalau begini namanya, ditutup aja maximnya, msh bnyak palikasi lain yg lebih baik",1,Negatif,knp kok setelah diupdate ga bisa dibuka ga bener ini maxim menghambat usaha pengguna aplikasi kalau begini namanya ditutup aja maximnya msh bnyak palikasi lain yg lebih baik,knp diupdate ga dibuka ga bener maxim menghambat usaha pengguna aplikasi namanya ditutup aja maximnya msh bnyak palikasi yg,"['knp', 'diupdate', 'ga', 'dibuka', 'ga', 'bener', 'maxim', 'menghambat', 'usaha', 'pengguna', 'aplikasi', 'namanya', 'ditutup', 'aja', 'maximnya', 'msh', 'bnyak', 'palikasi', 'yg']",knp diupdate ga buka ga bener maxim hambat usaha guna aplikasi nama tutup aja maximnya msh bnyak palikasi yg
Mohon maaf mo bertanya aplikasi Maxim saya tidak dapat di pergunakan kalo saya klik selalu kembali ke goegel play terus mohon arahannya udah hampir dua bulan saya tidak dapat mempergunakannya tks,5,Positif,mohon maaf mo bertanya aplikasi maxim saya tidak dapat di pergunakan kalo saya klik selalu kembali ke goegel play terus mohon arahannya udah hampir dua bulan saya tidak dapat mempergunakannya tks,mohon maaf mo aplikasi maxim pergunakan kalo klik goegel play mohon arahannya udah mempergunakannya tks,"['mohon', 'maaf', 'mo', 'aplikasi', 'maxim', 'pergunakan', 'kalo', 'klik', 'goegel', 'play', 'mohon', 'arahannya', 'udah', 'mempergunakannya', 'tks']",mohon maaf mo aplikasi maxim guna kalo klik goegel play mohon arah udah guna tks
"Setelah di upgrade tidak bisa dibuka, muncul kalimat bermasalah di server. Tolong segera diperbaiki servernya!!!",1,Negatif,setelah di upgrade tidak bisa dibuka muncul kalimat bermasalah di server tolong segera diperbaiki servernya,upgrade dibuka muncul kalimat bermasalah server tolong diperbaiki servernya,"['upgrade', 'dibuka', 'muncul', 'kalimat', 'bermasalah', 'server', 'tolong', 'diperbaiki', 'servernya']",upgrade buka muncul kalimat masalah server tolong baik servernya
"Sementara dikasi ⭐⭐ dulu ya , krn aplikasi tidak bisa digunakan , ada notif ""uninstall , kembali ke google play"" , tapi udah dilakukan gagal dan muncul lagi notif yg sama",2,Negatif,sementara dikasi  dulu ya  krn aplikasi tidak bisa digunakan  ada notif uninstall  kembali ke google play  tapi udah dilakukan gagal dan muncul lagi notif yg sama,dikasi ya krn aplikasi notif uninstall google play udah gagal muncul notif yg,"['dikasi', 'ya', 'krn', 'aplikasi', 'notif', 'uninstall', 'google', 'play', 'udah', 'gagal', 'muncul', 'notif', 'yg']",kasi ya krn aplikasi notif uninstall google play udah gagal muncul notif yg
"baru pertama kali pakai applikasi maxim.penjemputan cepat,driver sopan,perjalanan dan pemilihan rute sangat baik",5,Positif,baru pertama kali pakai applikasi maximpenjemputan cepatdriver sopanperjalanan dan pemilihan rute sangat baik,kali pakai applikasi maximpenjemputan cepatdriver sopanperjalanan pemilihan rute,"['kali', 'pakai', 'applikasi', 'maximpenjemputan', 'cepatdriver', 'sopanperjalanan', 'pemilihan', 'rute']",kali pakai applikasi maximpenjemputan cepatdriver sopanperjalanan pilih rute
Driver selalu terlalu jauh dari titik jemput.. padahal disekitar banyak yang aktif sebelum pemesanan.. kan kasian drivernya.. dan aplikasi sudah tidak bisa di terhubung ke google map.. paraahh,1,Negatif,driver selalu terlalu jauh dari titik jemput padahal disekitar banyak yang aktif sebelum pemesanan kan kasian drivernya dan aplikasi sudah tidak bisa di terhubung ke google map paraahh,driver titik jemput disekitar aktif pemesanan kasian drivernya aplikasi terhubung google map paraahh,"['driver', 'titik', 'jemput', 'disekitar', 'aktif', 'pemesanan', 'kasian', 'drivernya', 'aplikasi', 'terhubung', 'google', 'map', 'paraahh']",driver titik jemput sekitar aktif mesan kasi drivernya aplikasi hubung google map paraahh
tolong dong buat yg lebih bagus lagi.. masa udah uninstal trs instal lg berulang2 tetep gak bs jg dgn tulisan sumber mengalami kerusakan..,1,Negatif,tolong dong buat yg lebih bagus lagi masa udah uninstal trs instal lg berulang tetep gak bs jg dgn tulisan sumber mengalami kerusakan,tolong yg bagus udah uninstal trs instal lg berulang tetep gak bs jg dgn tulisan sumber mengalami kerusakan,"['tolong', 'yg', 'bagus', 'udah', 'uninstal', 'trs', 'instal', 'lg', 'berulang', 'tetep', 'gak', 'bs', 'jg', 'dgn', 'tulisan', 'sumber', 'mengalami', 'kerusakan']",tolong yg bagus udah uninstal trs instal lg ulang tetep gak bs jg dgn tulis sumber alami rusa
Maaf mau tanya ini aplikasi masih aktif apa gmn sih dari tadi mau order makanan udh 3 jam nunggu gak ad pelaksana... Pdhal di lokasi itu kelihatan di maps banyak bgt driver tapi gak di respon..,1,Negatif,maaf mau tanya ini aplikasi masih aktif apa gmn sih dari tadi mau order makanan udh  jam nunggu gak ad pelaksana pdhal di lokasi itu kelihatan di maps banyak bgt driver tapi gak di respon,maaf aplikasi aktif gmn sih order makanan udh jam nunggu gak ad pelaksana pdhal lokasi maps bgt driver gak respon,"['maaf', 'aplikasi', 'aktif', 'gmn', 'sih', 'order', 'makanan', 'udh', 'jam', 'nunggu', 'gak', 'ad', 'pelaksana', 'pdhal', 'lokasi', 'maps', 'bgt', 'driver', 'gak', 'respon']",maaf aplikasi aktif gmn sih order makan udh jam nunggu gak ad laksana pdhal lokasi maps bgt driver gak respon
"Masukan untuk maxim lebih memperhatikan para drivernya. Saya kadang itu harus membayar lebih karena harganya itu naik karena keterlambatan datangnya driver, Istilahnya ini pemerasan karena misalkan di saya yang harusnya bayar 20 rb jadi 30 rb karena drivernya yang telat, bukan penumpang yang telat menghampiri driver tpi malah driver yang telat. Kasihan kalo misalkan ada penumpang yang cuman bawa uang cuman pas""an tpi diminta lebih karena driver terlambat. Tolong banget ini ya maxim, Trimakasih!",2,Negatif,masukan untuk maxim lebih memperhatikan para drivernya saya kadang itu harus membayar lebih karena harganya itu naik karena keterlambatan datangnya driver istilahnya ini pemerasan karena misalkan di saya yang harusnya bayar  rb jadi  rb karena drivernya yang telat bukan penumpang yang telat menghampiri driver tpi malah driver yang telat kasihan kalo misalkan ada penumpang yang cuman bawa uang cuman pasan tpi diminta lebih karena driver terlambat tolong banget ini ya maxim trimakasih,masukan maxim memperhatikan drivernya kadang membayar harganya keterlambatan datangnya driver istilahnya pemerasan bayar rb rb drivernya telat penumpang telat menghampiri driver tpi driver telat kasihan kalo penumpang cuman bawa uang cuman pasan tpi driver terlambat tolong banget ya maxim trimakasih,"['masukan', 'maxim', 'memperhatikan', 'drivernya', 'kadang', 'membayar', 'harganya', 'keterlambatan', 'datangnya', 'driver', 'istilahnya', 'pemerasan', 'bayar', 'rb', 'rb', 'drivernya', 'telat', 'penumpang', 'telat', 'menghampiri', 'driver', 'tpi', 'driver', 'telat', 'kasihan', 'kalo', 'penumpang', 'cuman', 'bawa', 'uang', 'cuman', 'pasan', 'tpi', 'driver', 'terlambat', 'tolong', 'banget', 'ya', 'maxim', 'trimakasih']",masuk maxim perhati drivernya kadang bayar harga lambat datang driver istilah peras bayar rb rb drivernya telat tumpang telat hampir driver tpi driver telat kasihan kalo tumpang cuman bawa uang cuman pas tpi driver lambat tolong banget ya maxim trimakasih
Udh bingung harus gimana lagi ini ko eror rusak trs g bisa dipake..gn ini y admin..tolog donk perbaiki lg sistemnya..nanti klo udh bnr aku ksih bintang 5..masa hrs trs2an di instal ulang lg ..nyedot kuota..dan udh di instal ulang msh tetel g bisa dipake..maxim sering bang ganguan atau klo g eror atau malah kaya gini nih penyakitnya..gemes..tolong perbaiki lg secepatnha biar kita nyaman jg.,1,Negatif,udh bingung harus gimana lagi ini ko eror rusak trs g bisa dipakegn ini y admintolog donk perbaiki lg sistemnyananti klo udh bnr aku ksih bintang masa hrs trsan di instal ulang lg nyedot kuotadan udh di instal ulang msh tetel g bisa dipakemaxim sering bang ganguan atau klo g eror atau malah kaya gini nih penyakitnyagemestolong perbaiki lg secepatnha biar kita nyaman jg,udh bingung gimana ko eror rusak trs g dipakegn y admintolog donk perbaiki lg sistemnyananti klo udh bnr ksih bintang hrs trsan instal ulang lg nyedot kuotadan udh instal ulang msh tetel g dipakemaxim bang ganguan klo g eror kaya gini nih penyakitnyagemestolong perbaiki lg secepatnha biar nyaman jg,"['udh', 'bingung', 'gimana', 'ko', 'eror', 'rusak', 'trs', 'g', 'dipakegn', 'y', 'admintolog', 'donk', 'perbaiki', 'lg', 'sistemnyananti', 'klo', 'udh', 'bnr', 'ksih', 'bintang', 'hrs', 'trsan', 'instal', 'ulang', 'lg', 'nyedot', 'kuotadan', 'udh', 'instal', 'ulang', 'msh', 'tetel', 'g', 'dipakemaxim', 'bang', 'ganguan', 'klo', 'g', 'eror', 'kaya', 'gini', 'nih', 'penyakitnyagemestolong', 'perbaiki', 'lg', 'secepatnha', 'biar', 'nyaman', 'jg']",udh bingung gimana ko eror rusak trs g dipakegn y admintolog donk baik lg sistemnyananti klo udh bnr ksih bintang hrs trsan instal ulang lg nyedot kuotadan udh instal ulang msh tetel g dipakemaxim bang ganguan klo g eror kaya gin nih penyakitnyagemestolong baik lg secepatnha biar nyaman jg
Driver nya pilih2 orderan kek gak niat aja...ngpain online klo ada orderan masuk gk ada yg ambil padahal di maps keliatan banget bnyk driver yg ada di sekitar.,1,Negatif,driver nya pilih orderan kek gak niat ajangpain online klo ada orderan masuk gk ada yg ambil padahal di maps keliatan banget bnyk driver yg ada di sekitar,driver nya pilih orderan kek gak niat ajangpain online klo orderan masuk gk yg ambil maps keliatan banget bnyk driver yg,"['driver', 'nya', 'pilih', 'orderan', 'kek', 'gak', 'niat', 'ajangpain', 'online', 'klo', 'orderan', 'masuk', 'gk', 'yg', 'ambil', 'maps', 'keliatan', 'banget', 'bnyk', 'driver', 'yg']",driver nya pilih order kek gak niat ajangpain online klo order masuk gk yg ambil maps liat banget bnyk driver yg
"Kenapa log out sendiri ini,,terus kode otp juga gak ada dkirim mau log in gi,,hedeh,,perbaiki aplikasinya,,driver yang minta cancel,,no aku yang dibanned,,gak waras ya,,",1,Negatif,kenapa log out sendiri initerus kode otp juga gak ada dkirim mau log in gihedehperbaiki aplikasinyadriver yang minta cancelno aku yang dibannedgak waras ya,log out initerus kode otp gak dkirim log in gihedehperbaiki aplikasinyadriver cancelno dibannedgak waras ya,"['log', 'out', 'initerus', 'kode', 'otp', 'gak', 'dkirim', 'log', 'in', 'gihedehperbaiki', 'aplikasinyadriver', 'cancelno', 'dibannedgak', 'waras', 'ya']",log out initerus kode otp gak dkirim log in gihedehperbaiki aplikasinyadriver cancelno dibannedgak waras ya
Masih tetap tdk bisa dinstal app maxim nya.selalu ada notifikasi back to play store saat app sdh di instal dan dibuka,5,Positif,masih tetap tdk bisa dinstal app maxim nyaselalu ada notifikasi back to play store saat app sdh di instal dan dibuka,tdk dinstal app maxim nyaselalu notifikasi back to play store app sdh instal dibuka,"['tdk', 'dinstal', 'app', 'maxim', 'nyaselalu', 'notifikasi', 'back', 'to', 'play', 'store', 'app', 'sdh', 'instal', 'dibuka']",tdk dinstal app maxim nyaselalu notifikasi back to play store app sdh instal buka
"awal download ragu krna bnyk yg ksh bintang 1 masalah titik lokasi yg jauh, masalah waktu dtg driver yg lama. tp krna saya butuh, saya coba download dan pertama kali menggunakan jasa ojek Maxim saya puas. waktu tunggu ga sampe 2 menit, titik jmput dan titik antar akurat. paling pnting harga Murah meriah (salemba - tebet 6KM cuma 11.000) next saya akan gunakan maxim lagi. terima kasih.",5,Positif,awal download ragu krna bnyk yg ksh bintang  masalah titik lokasi yg jauh masalah waktu dtg driver yg lama tp krna saya butuh saya coba download dan pertama kali menggunakan jasa ojek maxim saya puas waktu tunggu ga sampe  menit titik jmput dan titik antar akurat paling pnting harga murah meriah salemba  tebet km cuma  next saya akan gunakan maxim lagi terima kasih,download ragu krna bnyk yg ksh bintang titik lokasi yg dtg driver yg tp krna butuh coba download kali jasa ojek maxim puas tunggu ga sampe menit titik jmput titik akurat pnting harga murah meriah salemba tebet km next maxim terima kasih,"['download', 'ragu', 'krna', 'bnyk', 'yg', 'ksh', 'bintang', 'titik', 'lokasi', 'yg', 'dtg', 'driver', 'yg', 'tp', 'krna', 'butuh', 'coba', 'download', 'kali', 'jasa', 'ojek', 'maxim', 'puas', 'tunggu', 'ga', 'sampe', 'menit', 'titik', 'jmput', 'titik', 'akurat', 'pnting', 'harga', 'murah', 'meriah', 'salemba', 'tebet', 'km', 'next', 'maxim', 'terima', 'kasih']",download ragu krna bnyk yg ksh bintang titik lokasi yg dtg driver yg tp krna butuh coba download kali jasa ojek maxim puas tunggu ga sampe menit titik jmput titik akurat pnting harga murah riah salemba tebet km next maxim terima kasih
"ditingkatkan lagi untuk jaraknya, saya pesan selalu dapat yang jauhh lokasinya, kasian untuk drivernya harga murah tapi lokasi penjemputan nya selalu kebagian yg jauh. minimal kasih brp KM dari titik penjemputan, jgn yg jauh di paksa untuk ambil orderannya. tq",2,Negatif,ditingkatkan lagi untuk jaraknya saya pesan selalu dapat yang jauhh lokasinya kasian untuk drivernya harga murah tapi lokasi penjemputan nya selalu kebagian yg jauh minimal kasih brp km dari titik penjemputan jgn yg jauh di paksa untuk ambil orderannya tq,ditingkatkan jaraknya pesan jauhh lokasinya kasian drivernya harga murah lokasi penjemputan nya kebagian yg minimal kasih brp km titik penjemputan jgn yg paksa ambil orderannya tq,"['ditingkatkan', 'jaraknya', 'pesan', 'jauhh', 'lokasinya', 'kasian', 'drivernya', 'harga', 'murah', 'lokasi', 'penjemputan', 'nya', 'kebagian', 'yg', 'minimal', 'kasih', 'brp', 'km', 'titik', 'penjemputan', 'jgn', 'yg', 'paksa', 'ambil', 'orderannya', 'tq']",tingkat jarak pesan jauhh lokasi kasi drivernya harga murah lokasi jemput nya bagi yg minimal kasih brp km titik jemput jgn yg paksa ambil order tq
"Titik jemput nya susah di cari padahal kalo cari di google maps ada, mesen nya juga susah padahal udah bayar biaya percepat dapat pengemudi",2,Negatif,titik jemput nya susah di cari padahal kalo cari di google maps ada mesen nya juga susah padahal udah bayar biaya percepat dapat pengemudi,titik jemput nya susah cari kalo cari google maps mesen nya susah udah bayar biaya percepat pengemudi,"['titik', 'jemput', 'nya', 'susah', 'cari', 'kalo', 'cari', 'google', 'maps', 'mesen', 'nya', 'susah', 'udah', 'bayar', 'biaya', 'percepat', 'pengemudi']",titik jemput nya susah cari kalo cari google maps mesen nya susah udah bayar biaya cepat kemudi
"Hati Hati Ada Oknum Driver Maxim yg melakukan pemerasan ke penumpang. Modus nya sampe tujuan ada yg ikutin mobil lain. Penumpang keluar di pepet tabrak mobil lain, penumpang disalahkan. Untung di kompleks perumahan bisa cek CCTV. Ketahuan yg salah penabrak. Saran kalo terjadi seperti ini. Bawa ke pos satpam lihat CCTV-nya. Minta nomer platnom sama contact penabrak dan driver oknum maxim. Bawa ke RW atau ke jalur polisi. Jangan mau jika oknum driver dan penabrak minta ganti rugi ke penumpang.",1,Negatif,hati hati ada oknum driver maxim yg melakukan pemerasan ke penumpang modus nya sampe tujuan ada yg ikutin mobil lain penumpang keluar di pepet tabrak mobil lain penumpang disalahkan untung di kompleks perumahan bisa cek cctv ketahuan yg salah penabrak saran kalo terjadi seperti ini bawa ke pos satpam lihat cctvnya minta nomer platnom sama contact penabrak dan driver oknum maxim bawa ke rw atau ke jalur polisi jangan mau jika oknum driver dan penabrak minta ganti rugi ke penumpang,hati hati oknum driver maxim yg pemerasan penumpang modus nya sampe tujuan yg ikutin mobil penumpang pepet tabrak mobil penumpang disalahkan untung kompleks perumahan cek cctv ketahuan yg salah penabrak saran kalo bawa pos satpam lihat cctvnya nomer platnom contact penabrak driver oknum maxim bawa rw jalur polisi oknum driver penabrak ganti rugi penumpang,"['hati', 'hati', 'oknum', 'driver', 'maxim', 'yg', 'pemerasan', 'penumpang', 'modus', 'nya', 'sampe', 'tujuan', 'yg', 'ikutin', 'mobil', 'penumpang', 'pepet', 'tabrak', 'mobil', 'penumpang', 'disalahkan', 'untung', 'kompleks', 'perumahan', 'cek', 'cctv', 'ketahuan', 'yg', 'salah', 'penabrak', 'saran', 'kalo', 'bawa', 'pos', 'satpam', 'lihat', 'cctvnya', 'nomer', 'platnom', 'contact', 'penabrak', 'driver', 'oknum', 'maxim', 'bawa', 'rw', 'jalur', 'polisi', 'oknum', 'driver', 'penabrak', 'ganti', 'rugi', 'penumpang']",hati hati oknum driver maxim yg peras tumpang modus nya sampe tuju yg ikutin mobil tumpang pepet tabrak mobil tumpang salah untung kompleks rumah cek cctv tahu yg salah tabrak saran kalo bawa pos satpam lihat cctvnya nomer platnom contact tabrak driver oknum maxim bawa rw jalur polisi oknum driver tabrak ganti rugi tumpang
