content,score,Label
Adain fitur kamera dong untuk mempermudah pelanggan dan kang ojek saling ketemu. Gua pernah ampe kesusahan karena emg gk tau tempat+gk ada fitur foto.,4,Positif
"Apk maxim saya kenapa eror,,trus disuruh install dan uninstall, go to playstore..Tolong maxim di suspen driver yg sudah di order, penumpang sudah naik dan dalam perjalanan disuruh penumpang ngebatalkan di Apk maxim, sering terjadi seperti ini. Apakah untuk menambah point mereka disuruh batalkan? Selepas dibatalkan tiba² masuk orderan baru dari driver ke 2 padahal kita sudah tidak pesan maxim dan sudah sampai ditujuan, kita ditelepon driver maxim diluar pemesanan maxim. Tolong tingkatkan maxim!",1,Negatif
Aplikasi di buka sll sumber mengalami gangguan Ini terjadi saat pertengahan puasa sampai hari ini Akhirnya saya kembali ke gr*b dan g*j*k Sayang skl juga maxim trouble Pdahal sy sdh berlangganan 4 thn. Sy pakai di Bali juga,3,
"DRIVER SEENAKNYA CANCEL PESANAN. SDM Drivernya RENDAH!!! Menye-menye. Mencari driver doang ½jam lebih. Bilang ya ke driver² itu, kalau nggak niat kerja, nggak usah terima pesanan lalu SEENAK UDELNYA DI CANCEL. Kita ini juga nunggu. Parah bener.",1,Negatif
Ini lagi kenapa sih maxim ko udah udah di download ulang malah muncul sistem sedang mengalami kerusakan,1,Negatif
Tolong di aplikasi maxim driver sediakan menu pembayaran pake QRIS sehingga customer lebih mudah untuk pembayaran selain cash. Kami tunggu ya...???,5,Positif
mantap walaupun agak sedikit nyasar dalam pengiriman namun tetap konsisten sampai tujuan dengan selamat terimakasih yogi,5,Positif
sangat membantu dalam perjalanan trima kasih. Bintangnya saya kurangi kok lama² aplikasi maximnya eror yah..,1,Negatif
"Mengecewakan !!! Setiap instal selalu muncul ""Sumber mengalami kerusakan...""... Lebih baik yg hijau saja, lancar...",1,Negatif
"Knp kok setelah diupdate ga bisa dibuka??, Ga bener ini maxim menghambat usaha pengguna aplikasi kalau begini namanya, ditutup aja maximnya, msh bnyak palikasi lain yg lebih baik",1,Negatif
Mohon maaf mo bertanya aplikasi Maxim saya tidak dapat di pergunakan kalo saya klik selalu kembali ke goegel play terus mohon arahannya udah hampir dua bulan saya tidak dapat mempergunakannya tks,5,Positif
"Setelah di upgrade tidak bisa dibuka, muncul kalimat bermasalah di server. Tolong segera diperbaiki servernya!!!",1,Negatif
"Sementara dikasi ⭐⭐ dulu ya , krn aplikasi tidak bisa digunakan , ada notif ""uninstall , kembali ke google play"" , tapi udah dilakukan gagal dan muncul lagi notif yg sama",2,Negatif
"baru pertama kali pakai applikasi maxim.penjemputan cepat,driver sopan,perjalanan dan pemilihan rute sangat baik",5,Positif
Driver selalu terlalu jauh dari titik jemput.. padahal disekitar banyak yang aktif sebelum pemesanan.. kan kasian drivernya.. dan aplikasi sudah tidak bisa di terhubung ke google map.. paraahh,1,Negatif
Ini kenapa sih apliksinya tibatiba gk bisa dipake???? Padahal lagi butuh banget😓😓😔,3,
tolong dong buat yg lebih bagus lagi.. masa udah uninstal trs instal lg berulang2 tetep gak bs jg dgn tulisan sumber mengalami kerusakan..,1,Negatif
Maaf mau tanya ini aplikasi masih aktif apa gmn sih dari tadi mau order makanan udh 3 jam nunggu gak ad pelaksana... Pdhal di lokasi itu kelihatan di maps banyak bgt driver tapi gak di respon..,1,Negatif
"Masukan untuk maxim lebih memperhatikan para drivernya. Saya kadang itu harus membayar lebih karena harganya itu naik karena keterlambatan datangnya driver, Istilahnya ini pemerasan karena misalkan di saya yang harusnya bayar 20 rb jadi 30 rb karena drivernya yang telat, bukan penumpang yang telat menghampiri driver tpi malah driver yang telat. Kasihan kalo misalkan ada penumpang yang cuman bawa uang cuman pas""an tpi diminta lebih karena driver terlambat. Tolong banget ini ya maxim, Trimakasih!",2,Negatif
Udh bingung harus gimana lagi ini ko eror rusak trs g bisa dipake..gn ini y admin..tolog donk perbaiki lg sistemnya..nanti klo udh bnr aku ksih bintang 5..masa hrs trs2an di instal ulang lg ..nyedot kuota..dan udh di instal ulang msh tetel g bisa dipake..maxim sering bang ganguan atau klo g eror atau malah kaya gini nih penyakitnya..gemes..tolong perbaiki lg secepatnha biar kita nyaman jg.,1,Negatif
Driver nya pilih2 orderan kek gak niat aja...ngpain online klo ada orderan masuk gk ada yg ambil padahal di maps keliatan banget bnyk driver yg ada di sekitar.,1,Negatif
"Kenapa log out sendiri ini,,terus kode otp juga gak ada dkirim mau log in gi,,hedeh,,perbaiki aplikasinya,,driver yang minta cancel,,no aku yang dibanned,,gak waras ya,,",1,Negatif
Masih tetap tdk bisa dinstal app maxim nya.selalu ada notifikasi back to play store saat app sdh di instal dan dibuka,5,Positif
"awal download ragu krna bnyk yg ksh bintang 1 masalah titik lokasi yg jauh, masalah waktu dtg driver yg lama. tp krna saya butuh, saya coba download dan pertama kali menggunakan jasa ojek Maxim saya puas. waktu tunggu ga sampe 2 menit, titik jmput dan titik antar akurat. paling pnting harga Murah meriah (salemba - tebet 6KM cuma 11.000) next saya akan gunakan maxim lagi. terima kasih.",5,Positif
"ditingkatkan lagi untuk jaraknya, saya pesan selalu dapat yang jauhh lokasinya, kasian untuk drivernya harga murah tapi lokasi penjemputan nya selalu kebagian yg jauh. minimal kasih brp KM dari titik penjemputan, jgn yg jauh di paksa untuk ambil orderannya. tq",2,Negatif
"Titik jemput nya susah di cari padahal kalo cari di google maps ada, mesen nya juga susah padahal udah bayar biaya percepat dapat pengemudi",2,Negatif
"Hati Hati Ada Oknum Driver Maxim yg melakukan pemerasan ke penumpang. Modus nya sampe tujuan ada yg ikutin mobil lain. Penumpang keluar di pepet tabrak mobil lain, penumpang disalahkan. Untung di kompleks perumahan bisa cek CCTV. Ketahuan yg salah penabrak. Saran kalo terjadi seperti ini. Bawa ke pos satpam lihat CCTV-nya. Minta nomer platnom sama contact penabrak dan driver oknum maxim. Bawa ke RW atau ke jalur polisi. Jangan mau jika oknum driver dan penabrak minta ganti rugi ke penumpang.",1,Negatif
"Sangat lah bermanfaat bagi keluarga kecil kami untuk berpergian jauh mau pun dekat,dgn kami menggunakan transportasi maxim kami merasa lebih nyaman dan lbih terjangkau,kami memang blm pernah ke mna mana tp kami yakin dgn kenyaman transportasi maxim dan jg tarif yang di bayar pun juga sangat murah dan terjangkau apa lagi kami tergolong keluarga pas passan,dan kami yakin layanan ini semakin maju untuk melayani kami dan orang orang terdekat kami,tetap jaya untuk kedepan nya smoga bermanfaat🙏👍👌💪",5,Positif
"Gatau ya akhir² ini driver nya pada nyebelin, belum nyampe tapi keterangan nya udah nyampe, ntah sengaja atau apa saya harus nunggu lama sampe kena biaya tambahan Pernah juga kena omel driver karena salah arah, padahal dia megang maps",4,Positif
"Parah nih aplikasi. Bolak balik install unistall, tp gak ada solusi. Kasihan drivernya, kita mau order, apps gak support",1,Negatif
Kak tolong dong maps nya.di samain seperti di google biar lebih mudah membuat titik.soale sering banget salah titik.cari toko aja banyak yang gak terlihat d maps ini.makasih,5,Positif
Aplikasi ga berguna banget. Udh 2x begitu sampai titik tujuan harganya berubah sendiri menjadi lebih mahal!!,1,Negatif
"Maxim ini kenapa, pas dibuka ada tulisan ""sumber mengalami kerusakan"" , padahal sudah saya install ulang ,tp masih saja seperti itu",1,Negatif
"Kurang respon dari pengemudinya dan kebanyakan diam saja, seperti tidak nelepon konsumen nya. Tolong lebih aktif dalam melayani konsumen. Selain itu, google map nya tidak bagus dan saya harus mencari sendiri, itupun terkadang tidak mau. Tolong google map nya diperbaiki. Mks.",3,
"Suka susah buat lokasi penjemputan, padahal udah sengaja di buat alamat tersimpan. Di buat manual juga nggak bisa",2,Negatif
Aplikasi maxim kenapa ya koq setiap buka aplikasi ada tulisan sumber mengalami kerusakan tapi sdh di instal ulang jg msh gak bisa dibuka aplikasinya,3,
"nemu driver aneh2 mulu, udah banyak lama tiba2 dicancel, gatau org lagi buru2 kesiangan, bukan sekali duakali, iyapun dapet driver m3sum , gajelas!!",1,Negatif
Knp ya waktu mau pasang aplikasi maxim selalu ada kerusakan. Disuruh instal udah diinstal berkali2 ttp aja gk bisa. Apa mungkin ada gangguan tp klau gangguan knp terus menerus,4,Positif
"Murah sih,tapi harus lebih di perbaiki lagi,msak untuk nge cancel gak bisa,orderan tanpa alamat pun kalau gk sengaja tekan memesan langsung jadi,udh tekan batal berkali"" jga gak bisa..lebih diperbaiki lagi kedepannya y🙏🙏",1,Negatif
"Ini kenapa aplikasi nya gak mau di buka""sumber mengalami kerusakan, untuk melakukan pekerjaan, anda perlu memasang ulang aplikasi"" tapi tetap aja udah instal ulang berapa kali tetap sana",1,Negatif
"Murah sih murah tp minggu2 ini tyap mau buka app ini selalu ada tulisan mengalami kerusakan silahkan reinstal tp udah di instal smp copot pemasangan trs di instal lagi t2p aja ga bisa buka app ini,ribet bgt dech ah",2,Negatif
"Ulasan sebelumnya saya hapus dan bintangnya saya ubah jadi dua. Saya gabisa pake aplikasinya setelah diupgrade, selalu ada notif ""sumber mengalami kerusakan"" diminta untuk uninstall aplikasi dan install kembali. Tapi tetap saja, saya gabisa pake aplikasinya. Suda saya coba berkali-kali tetap saja, dan ketika saya coba install aplikasinya dihape lain bisa, tapi dihape saya gabisa. Mohon diperbaiki lagi sistem aplikasinya. Karena sangat membantu saya untuk bepergian kemana saja.",2,Negatif
"Makin kacau aja ni apk, gak bisa kalo lagi LAPER nihh. Pdhl apk nya menarik dg ongkir yg tdk terlalu mahal, bahkan nambah hrga tertinggi 2rb/3rb untuk ongkospun msh gk akan rugi gtu. TAPI kinerja dari masing masing driver,KURANG dlm mengambil orderan customer wkwk. Udh dehh BYE MAXIM🙂",1,Negatif
Dari kapan hari disuruh keplaystore udah di uninstall terus download lagi masih saja tidak bisa dipakai.,1,Negatif
"kenapa tiba² aplikasi tdk bisa digunakan,malah tertulis aplikasi anda mengalami kerusakan...sudah aku coba di uninstal lalu instal ulang lagi...tp tetap gak bisa digunakan....sayang pdhal aplikasinya bermanfaat sekali untukku...tolong segera diperbaiki yaa...",2,Negatif
"Setelah sekian lama memakai maxim...akhirnya nyerah dan uninstal...karena selalu muncul ""sumber mengalami kerusakan dsb"" meskipun berulang kali mencoba reinstall..",1,Negatif
"Maaf ya, udh sebulan an maximnya sepertinya ada trouble, setiap dibuka muncul tulisan ""sumber mengalami kerusakan"" semoga cepat bisa digunakan kembali🙏",1,Negatif
tampilannya enak dna simple. tapi entah knp kesannya jadul. coba pertahankan simple nya tapi kekinian,4,Positif
"kok gak bisa dibuka ya, tulisannya ""resources corrupted. please reinstall the app to be able to use it again"", udah d hapus dan install ulang tapi tetep aja begitu",2,Negatif
Saya kecewa sekali krn tdk bisa menggunakan aplikasi ini krn ada kerusakan dan sdh berkali2 diinstal ulang tetap saja tdk bisa mohon segera diperbaiki,1,Negatif
"Ini aplikasinya masih berfungsi gak sih? Udah sebulan ini (selama bulan April) setiap dibuka gak bisa, keterangan aplikasi mengalami kerusakan, udah uninstall / install tetap aja gak bisa dipakai.",1,Negatif
Maaf ya Bintangnya di kurangi soalnya Waktu itu saya yg lagi butuh transportasi buat ke rumah sakit pada waktu tengah malam waktu itu keadaan lagi gawat darurat pas hujan eh saya order kok nyari pengemudinya gak dapat2 ya ? Padahal ada beberapa kendaraan yg lagi parkir dekat dengan lokasi saya. Terus ketika mau pesan ke pelabuhan juga sulit. Padahal lagi butuh. Dapat pengemudi sih cuman suka di tolak sama pengemudinya.😒😒😒,2,Negatif
"Tadi aplikasi maxim muncul di hp saya dan di suruh mengisi no hp setelah saya isi muncul tulisan VERIFI saya pencet malah muncul gambar kotak yang gambarnya rumah batu bata,jln raya,proyek ,rumah tingkat dan lain2. Saya memilih rumah batu bata.",2,Negatif
Apl sudah tidak befungsi lagi. Di hapus aja deh. Instal ulang terus sampai data habis pun nggak bakalan berhasil.. Sumber kesalahan itu di perbaiki dong.bukan minta kita pasang apl sampai data gue habis.sial benar,1,Negatif
"kepada pihak maxim tolong kejujuran nya. jangan pernah mendownload apk ini. karena drivernya ga bisa jujur semua. karena hp saya ketinggalan di mobil driver, ga di kembalikan, malah hp saya dk non ktifkan sama driver tersebut. plat mobil nya BK 0579 QH",1,Negatif
"Kenapa maxim saya mengalami kendala sbg berikut: Sumber mengalami kerusakan, untuk melanjutkan pekerjaan, Anda perlu memasang ulang aplikasi. Padahal sudah sy Un-Instal, lalu instal lagi, kok masih sama???",3,
Kenapa ngga bisa dpakai...udah instal berkali kali tetap ngga bisa...tolong di perbaiki lagi lah,1,Negatif
Pengalam pertama memakai Maxim adalah kecewa. Harga memang murah tetapi driver tidak menghargai penumpang. Koper penumpang tidak dinaikkan ke mobil. Sepanjang jalan driver live streaming sehingga lebih memilih ngobrol dengan teman di chat live. Saya sebagai penumpang dicuekin. Saya tidak nyaman ketika perjalanan saya ditayangkan secara live.,2,Negatif
"paraahhh minta update, dah d update malah ga bisa katanya layanan mengalami kerusakan, uda d uninstal di instal lagi yaa ga bisa. apa maxim sdh tutup skrg?",1,Negatif
"Maaf saya kurangi bintang nya.blm ada perubahan, mencari alamat masih susah, jarang menemukan titik pas di map pencarian. Tolong di tingkatkan lagi kualitas nya.mksh.",3,
"Bagus, masih bisa diinstal di hp jadul android versi 4.4 Pertahankan unt versi2 pembaruan slanjutnya tetap masih bisa diinstal di android versi 4.1 ya...",5,Positif
"Kenapa sekarang gak bisa dipakai setiap buka aplikasi selalu muncul "" telah terjadi kerusakan........bla"" ... Payah.........",1,Negatif
"Gak bisa digunakan, selalu muncul tulisan sumber mengalami kerusan. Udah di install ulang, tetap aja gak bisa.",1,Negatif
"Dari Tgl 17 April 2023 ~ sekarang gak bisa di buka , di suruh Uninstal & Instal ulang , tetap aja gak bisa , Parah Aplikasi MAXIM ini ..... 😡😡😡",1,Negatif
"knpa ya ko saya gabisa pakai aplikasinya,saat aplikasinya dibuka selalu muncul kalimat ""sumber mengalami kerusakan,untuk melanjutkan pekerjaan,anda perlu memasang ulang aplikasi"". saya sudah coba memasang ulang apk beberapa kali tapi tetap tidak bisa. bagaimana ini? Mohon segera diperbaiki aplikasi nya krna apk ini cukup membantu thank you.",1,Negatif
"Mau cancel makanan karena toko udh tutup, tp di aplikasi gabisa cancel tidak ada pilihan buat membatalkan pesanan. Kasian drivernya gabisa angkut pesanan lain krna blum dicancel dr sya",2,Negatif
"Murah dr ojek online lainnya cuma sayangnya dfitur masih banyak kekurangan..titik lokasi tidak bisa langsung d akses, harus mencari dulu yg tdekat, mohon lebih tepat lsg dg kemauan costumer...yg kedua byar harus pake cash, harus ada kerjasama dg yg lain untuk mpermudah pbayaran krn tkadang kita gak pegang uang cash..jd nya krn gak bisa non tunai beralih k aplikasi lainnya...tolg dperbaiki ya manajemen..",4,Positif
"selama pakai ojol maxim belum pernah mengalami kendala, penjemputan tepat waktu dan harga jauh lebih murah dari yang lainya",5,Positif
"Ini kenapa yah apk maxim nya gak bisa digunakan selalu ada kata kata "" sumber mengalami kerusakan, untuk melanjutkan pekerjaan,anda perlu memangsa ulang aplikasi "" Padahal udah dipasang ulang tapi tetap aja gk bisa,,, tolong dong di perbaiki lg biar bisa digunakan",1,Negatif
saya tidak akan memberi bintang map tidak sesuai applikasi tidak bisa di gunakan selalu ada kerusakan tolong kwalitas nya di tingkatkan padahal aplikasi ini sngat membantu utk klngan bawah MURAH...klau sdh baik saya kasih bintang 5....,1,Negatif
Sumber mengalami kerusakan terus udah di install ulang tetep bermasalah. Padahal aplikasi ini sangat membantu. Tapi sekarang jadi buruk.,1,Negatif
"Pantes harga murah, map titik lokasi gak sesuai, itu yang membuat driver sama penumpang di buat jadi jadi salah paham! Kemarin Saya di katain brengsek sama DRIVERnya, di kira mau main² dengan orderan, padahal udah terburu buru juga masih juga di katain mau main² dengan orderan!!!",1,Negatif
"Kecewa banget padahal dulu udh bgs,knp skrg ga bisa pakai muncul trs sumber mengalami kerusakan intal ulang sama aja ,padahal saya sering bepergian dgn maxim😞",1,Negatif
"Knpa setiap di buka aplikasinya gak bisa respon, truss jawabab kembali ke gogle play padahal udah die download ulang tpi tetap gagal juga gak bisa pakai aplikasi nya",1,Negatif
"susah banget kalau mau cancel padahal mau merubah tujuan orderan customer, pernah juga kompalin tentang mitranya di intagram malah nggak ada respon",3,
"Aplikasi tidak bisa digunakan krn ada tulisan sumber mengalami kerusakan, uda di uninstall trs install ulang msh ttp ga bs, tlg ya segera diperbaiki 👎👎👎",1,Negatif
"Saya kasih bintang 1 karena susah cari driver mobilnya, udah dapat tapi langsung di tolak, Mohon perbaiki sistemnya tidak bisa buka dari seminggu ini",1,Negatif
"Saya sudah beberapa bulan menggunakan aplikasi ini, biaya jasa lebih murah dari aplikasi lain. Tetapi saya mengalami kejadian saat kesalahan driver karena ""Salah Jalan"" sehingga membuat saya harus membayar biaya tambahan atas waktu tunggu melebihi 5 menit. Tolong untuk hal ini sebaiknya tidak usah menggunakan denda tersebut atau adanya perubahan.",3,
"Alamat yang ada di map nya kurang lengkap,, jadi bingung klo mau ketujuan... Dilengkapi lagi lah..",2,Negatif
"Map nya gk akurat,di perbaiki lg lah,jangan mau kalah dengan aplikasi indrive map nya sangat akurat",1,Negatif
"Dari awal pake aplikasi Maxim susah bngt dapat driver,nunggu sampai ber menit2 si sopir enggak ada,memang murah tapi klu susah ya malas jadi nya,tolong klu sdh order tuh cepet dpt sopir nya mlah loading mulu cari pengemudi,di maps nya seliweran mobil nya",2,Negatif
Aplikasi gak bisa saya pakai setelah saya upgrade. Ini gmn ya supaya bisa dipakai lagi? Sudah uninstal dan instal lagi berulang kali tetap gak bisa digunakan aplikasinya,1,Negatif
"Tidak bisa login,nomer saya sudah benar tpi tidak muncul kode untuk mengisi ,sudah diulang berkali"" ttp tidak bisa",1,Negatif
"Mohon bantuannya untuk cancel order saya, karena driver tidak bisa angkut barang yang saya order. Driver sudah sepakat di cancel, tapi dari aplikasi saya tidak bisa melakukan cancel..",1,Negatif
Baru mau coba.....kasih 3 bintang dulu Tapi kok ngk bisa dibuka applikasinya. Suruh instal ulang,3,
"Perbaiki map nya & diperbaharui, titik banyak melesetnya tidak akurat, mendingan kerjasama sama goggle map biar bisa akurat, nama2 lokasi sdh banyak yg baru tp tdk ada pembaharuan map, saya sebagai consumen & driver susah kalau mau nulis tujuan tp tdk ada keluar tujuannya beda sama sebelah tujuan di cari mudah la ini gak ketemu, kadang bisa meleset 5kilometer jauhnya dr titik pengambilan atau pengantaran, mohon segera diperbaik map nya",1,Negatif
maps hanya berisi alamat jalan besar tidak bisa mencari titik yang dituju atau kantor yang dimaksud karena tidak tertera di maps,1,Negatif
"Maps nya kurang lengkap, klo mau nyari titik susah bgt, klo soal harga paling murah di antara aplikasi ojek lain nya",3,
setelah di update terbaru tidak bisa berhubungan dengan WhatsApp map.. tapi logo gojek ada dan bisa terhubung.. sedangkan Maxim hilang Mohon dikembalikan seperti dl,1,Negatif
"Aplikasi Maxim ini lama"" makin buruk driver car nya juga suka cancel gak jelas sudah nunggu lama eh di cancel .. Saya kasih bintang 1 yang pantas buat Maxim.. Pantes murah aplikasi dan semua pihak nya murahan...",1,Negatif
"Kenapa setelah di upgrade aplikasi tidak bisa digunakan? Sangat mengecewakan sekali,, padahal saya suka pakai aplikasi ini.. Tapi sekarang sangat mengecewakan",1,Negatif
"Jika muncul notifikasi ""sumber mengalami kerusakan"" maka buka pengaturan aplikasi, silahkan aplikasi disimpan di memori internal handphone, jangan di memori eksternal (memori card).",5,Positif
Mantap !!! Selain harga yg lebih murah kualitas nya juga lumayan ... Map nya aja yg Perlu di perbaiki👍,5,Positif
Susah banget buat nemuin lokasi penjemputan sama tujuan yang presisi. Tolong di improve ya. Thanks,1,Negatif
Setiap mau masuk app nya selalu ga bisa udh coba buat unisntal trs instal lagi sampai saya hitung² udh 8 kali sy ulangin tapi tetep ga bisa bisa. Mohon pihak maxim bisa secepatnya memperbaiki kerusakan appnya,1,Negatif
Awalnya baik baik aja semuanya oke tidak ada kendala hanya saja akhir² ini fitur nya agak lambat padahal koneksi internet saya bagus hal itu membuat saya sebagai pengguna merasa sedikit terganggu. Mohon untuk di perbaiki lagi,4,Positif
Pelayanan jelek...sering tidak ketemu titik lokasi..driver lelet meskipun order bisa diselesasikan..kontak driver tidak bisa di tlp..di chat jg no respon..nunggu orederan makanan bisa sampe 3 jam dengan lokasi warung dan pelanggan gak sampe 10 mnt dan tidak antri. Jadi males nerusin pake maxim,1,Negatif
"setelah diupgrade malah tdk nisa trbuka,sdg berapa kali reinstall tetap tidak bisa trbuka,padahal sy trbantu banget dgn aplikasi ini,sayangnya sekarang malah ndak bisa kebuka",1,Negatif
"Admin, tolong dong kok aplikasi gak bisa dipakai di hp saya..biasanya gapp ini udah 3 Minggu gak bisa dipakai aplikasinya..bilang sumber mengalami masalah kembali ke google play Mohon bantuannya..thanks",3,
"Aplikasi tdk dpt dgunakan tiap buka sll muncul sumber mengalami kerusakan uda di instal ulang berkali"" tp ttp aj gak bisa",1,Negatif
Maxim.aplikasi BUruk gk bsa dibuka pa lg mau dipake buat order.. Perbaiki dong aplikasinya..smpe skrg aplikasi maxim saya gk bsa buka.. Dng alasan sumber kerusakan kmbali ke play store hapus dan instal ulang.. Msh ttp sprti itu jg... Mau smpe kapan?? Smpe kuota habis ya.. Buat download hapus berulang2,1,Negatif
"Saya suka pakai maxim, tapi kenapa yaa setlah saya update aplikasi maxim nya kok muncul kata sumber megalami.kerusakan......dst , minta solusinya dari pihak maximnya...tabe...🙏",5,Positif
Kok tulisannya sistem mengalami kerusakan trs padahal udah di instal dan unistal berulang kali tapi tetap gk bisa,1,Negatif
"Haduh rugi pakai Maxim Dari maps nya gak pas, driver yang gak bagus pelayanannya,lama dapat driver untuk membeli makanan atau barang. Siapa sih owner nya???? Tolong dong....itu driver nya banyak kenapa untuk beli makanan atau barang gak pada mau. Saya gak pernah membatalkan pesanan.....",1,Negatif
"Pantesan murah dan ga banyak , titik pusat tujuan aja ga jelas nyasar² gabisa di pusatkan tujuan juga 👎",1,Negatif
"Untuk saat ni masih termurah tarifnya, tapi untuk titik penjemputan susah harus milih titik sendiri, ga kaya awal dulu.",3,
"Gak jelas skrg maxim masak di suruh ulang upgrade, pas setelah di update gitu juga.",1,Negatif
"Estimasi nunggu driver nya perbaiki dong, sering banget ga sesuai.. saya pake Maxim telat trus cuma karna waktu nunggu nya ga sesuai sama yg tertera di aplikasi.. Blm lagi nunggu driver yg nyasar2 krna maps nya",1,Negatif
"Kenapa sekarang maxim tidak bisa dipakai setelah saya upgrade "" sumber mengalami kerusakan harap instal ulang "" sudah berkali kali di uninstal dan instal tetep saja tidak bisa dipakai. Coba diperbaikin segera",1,Negatif
"Biaya murah, kadang nyari alamat tertentu ga terdeteksi, kadang waktu dan tempat tertentu nyari drivernya lama.",4,Positif
"Saya hari ini di kecewakan sama Maxim tertumben , pagi saya ke rmh menuju lokasi itu biasanya 9000 karena keterlambatan Driver alasan jauh dll dikenakan jadi 13.000 tolong perbaiki sistemnya dong dan Driver jg yang amanah tumben saya di kecewakan, sudah 2x ini pertama masalah delivery yang Sekarang penjemputan",1,Negatif
Masih rada bingung utk tampilan menu dan pilihan semua2nya.. Map-nya jg bikin bingung..,4,Positif
Knp gk bisa ni aplikasi maxim tiba tiba hilang pas mau diupgrade dan install lg tdk bisa. Notifnya sistem maxim lg rusak,1,Negatif
"mantap, drivernya ramah dan on time makasih Maxim, moga kedepannya bisa lebih ditingkatkan lagi yaa makasih 🙏🏻",5,Positif
"sangat bagus, harga juga lebih murah dari apk lainnya, tapi susah banget cara isi saldonya.. selama ini pakai cash buat metode pembayaran nya. semoga bisa cepet diperbaiki untuk isi saldonya agar lebih mudah kayak apk sebelah",4,Positif
"Aplikasi gk bisa di gunakan selalu muncul kata"" sumber mengalami kerusakan setelah di update ulang😬",5,Positif
"Pembayaran pake akun bukannyaa gampangin malah jadi nyusahin, pertama saya bayar pake akun kata ojolnya ga masuk jadi saya bayar cash lagi jd dobel, yg kedua malah pembayaran nya di edit ditambhin waktu tunggu, aturan 12500 jd 18000",1,Negatif
"Iya kenapa aplikasi ini ga bisa d instal ulang, setelah d instal ulang tulisan nya ada kerusakan, tolong diperbaiki lg",1,Negatif
"Udh berulang ulang update tetap aja ngak bisa pakai, muncul sistem mengalami kerusakan. Tolong di perbaiki",1,Negatif
Tolong dong Maxim di perbaiki lg...masa enggak pesan apa apa tiba tiba masuk orderan mana di batalin gk bisa...mana susah make aplikasinya.,1,Negatif
"Setelah di upgrade, malah tdk bisa terpasang aplikasinya. Gimana ya, sdh di instal ulang berkali kali, padahal sy selalu pakai maxim. Tlg di bantu solusinya dong. Thanks",3,
Bintang 1 dulu....karena setelah di upgrade aplikasinya.....jadi gak bisa terbuka malah di arahkan instal lagi di playstore....tolong di perbaiki aplikasinya...karena sy sdh nyaman dgn pelayanan dari Maxim.,1,Negatif
"map nya tolong upgrade lagi, ada tempat yg tidak ditemukan dan kita harus titik sendiri repot 😌 selebihnya oke 🙏",4,Positif
Pengalaman pertama menggunakan aplikasi ini. Titik tujuan belum akurat seperti aplikasi sebelah. Ada batasan waktu menunggu bagi driver dan berbayar jika melebihi batas.,4,Positif
"Sudah 3x instal selalu muncul ""sumber mengalami kerusakan"" tolong diperbaiki knp tidak bisa dipakai",1,Negatif
Ulasan gak pernah di balas ni aplikasi nya sudah gak bisa di pakai saya.sistem mengalami kerusakan jika ingin menggunakan nya harap uninstal ulang sampai beribu kali pun tetap.aja gak bisa tolong saya adalah pelanggang tetap maxime jangan buat orang kecewa,1,Negatif
"Kenapa aplikasih maxim saya tidak bisah di buka, setiap di buka sumber mengalami kerusakan, tolong dong bantuan ya,kenapa ngak bisa di gunakan lagi ya saya penguna setiap hari",5,Positif
"Kenapa apkikasinya tidak bisa di gunakan sudadh berapa jali di instal ulang tetep aja gak bisa ,jawan nya sumber mengalami kerusakan ,",5,Positif
"Ada apa dengan aplikasi maxim, kenapa nggak bisa Kebuka? Sama dengan Lainya; sumber mengalami kerusakan Tolong segera diperbaiki donk, agar maxim tambah berkembang lagi",1,Negatif
Maxim nya kenapa tiba2 gak bisa d pake. Hbs itu suruh ke google play. Stlh d upgrade tetep aja gak bisa d pake.,1,Negatif
"Cukup bagus Agar ditingkatkan, untuk bisa komunikasi dengan driver. Terkait ini khawatir driver terlalu lama menunggu. Terima kasih",5,Positif
"Mimin... Kenapa ya setiap kali install aplikasi ini selalu dan selalu tidak bisa, tertulis ""resources corrupted. Please reinstall the app to be use it again"". Sebelumnya sdh pernah ada... Entah karena apa, tiba2 reinstall namun ujung2nya selalu tertulis di seperti itu....",1,Negatif
Agak kecewa dengan aplikasi maxim . Bukan karena orderan atau driver nya tapi ini aplikasi sekarang tidak bisa lagi berfungsi ... setelah saya update malah tidak bisa kebuka lagi .... harus nya di perbaiki sudah banyak yang komplain dengan masalah yang sama ... terima kasih dan mohon maaf,2,Negatif
"Sy mau buka aplikasi maxim selalu tdk bisa dan bertulisan hapus aplikasi dan instal ulang, sdh lbh dr 20 kl sy lakukan tetapi tdk bs dan ada tulisan go to geogle play. Ini knp?",5,Positif
"Ini kenapa sih app nya, setiap mau buka tulisannya 'sumber mengalami kerusakam'udh di uninstall dan instal ulang sampe berkali tetep gabisa, ini ga cuma hari ini loh, udh seminggu lebih begini terus. Tolong diperbaiki sistem appnya, saya baca ulasan dari org lain juga app ini miss nya banyak bgt, saya pun kalo mau order, titik alamat kadang suka ga sesuai. Mengecewakan!",1,Negatif
"Apk saat di buka selalu ada tulisan mengalami kerusakan,,di suruh ke google play, saat uda uninstal dan instal ulang tetap aja sama gk ada perubahan,, ini gimana ya biar bisa di pakek kek dlu lgi😤apk nya kek taik, taik",1,Negatif
